,full_name_1,full_name_2,broken_name,gender
1511,Μανωλία,Μανωλία,Μα-νω-λία,Female
1512,Μανόλης,Μανόλη,Μα-νό-λης,Male
1513,Μανώλης,Μανώλη,Μα-νώ-λης,Male
1514,Μαξιμιλιανός,Μαξιμιλιανέ,Μα-ξι-μι-λια-νός,Male
1515,Μαράκι,Μαράκι,Μα-ρά-κι,Male
1516,Μαρία,Μαρία,Μα-ρία,Female
1517,ΜαρίαΕλένη,ΜαρίαΕλένη,Μα-ρία-Ε-λέ-νη,Female
1518,Μαρίκα,Μαρίκα,Μα-ρί-κα,Female
1519,Μαρίνα,Μαρίνα,Μα-ρί-να,Female
1520,Μαρίνος,Μαρίνο,Μα-ρί-νος,Male
1521,Μαρίσσα,Μαρίσσα,Μα-ρίσ-σα,Female
1522,Μαρίτσα,Μαρίτσα,Μα-ρί-τσα,Female
1523,Μαργέτα,Μαργέτα,Μαρ-γέ-τα,Female
1524,Μαργαρίτα,Μαργαρίτα,Μαρ-γα-ρί-τα,Female
1525,Μαργαρίτης,Μαργαρίτη,Μαρ-γα-ρί-της,Male
1526,Μαργετίνα,Μαργετίνα,Μαρ-γε-τί-να,Female
1527,Μαρδάρης,Μαρδάρη,Μαρ-δά-ρης,Male
1528,Μαρδάριος,Μαρδάριε,Μαρ-δά-ρι-ος,Male
1529,Μαριάνθη,Μαριάνθη,Μα-ριά-νθη,Female
1530,Μαριάννα,Μαριάννα,Μα-ριά-ννα,Female
1531,Μαριάντζελα,Μαριάντζελα,Μα-ριά-ντζε-λα,Female
1532,Μαριέττα,Μαριέττα,Μα-ρι-έτ-τα,Female
1533,Μαριαλένα,Μαριαλένα,Μα-ρια-λέ-να,Female
1534,Μαριγούλα,Μαριγούλα,Μα-ρι-γού-λα,Female
1535,Μαριγώ,Μαριγώ,Μα-ρι-γώ,Female
1536,Μαριλένα,Μαριλένα,Μα-ρι-λέ-να,Female
1537,Μαρινέλα,Μαρινέλα,Μα-ρι-νέ-λα,Female
1538,Μαρινίκη,Μαρινίκη,Μα-ρι-νί-κη,Female
1539,Μαριωρή,Μαριωρή,Μα-ρι-ω-ρή,Female
1540,Μαριώ,Μαριώ,Μα-ρι-ώ,Female
1541,Μαρκέλα,Μαρκέλα,Μαρ-κέ-λα,Female
1542,Μαρκέλλα,Μαρκέλλα,Μαρ-κέλ-λα,Female
1543,Μαρκία,Μαρκία,Μαρ-κία,Female
1544,Μαρκίνος,Μαρκίνο,Μαρ-κί-νος,Male
1545,Μαρκελή,Μαρκελή,Μαρ-κε-λή,Female
1546,Μαρκελλή,Μαρκελλή,Μαρ-κελ-λή,Female
1547,Μαρκιάνα,Μαρκιάνα,Μαρ-κιά-να,Female
1548,Μαρκιανή,Μαρκιανή,Μαρ-κια-νή,Female
1549,Μαρκιανός,Μαρκιανέ,Μαρ-κια-νός,Male
1550,Μαρκούλα,Μαρκούλα,Μαρ-κού-λα,Female
1551,Μαρκούλης,Μαρκούλη,Μαρ-κού-λης,Male
1552,Μαρουλία,Μαρουλία,Μα-ρου-λία,Female
1553,Μαρούλα,Μαρούλα,Μα-ρού-λα,Female
1554,Μαρτίνα,Μαρτίνα,Μαρ-τί-να,Female
1555,Μαρτίνη,Μαρτίνη,Μαρ-τί-νη,Female
1556,Μαρτίνος,Μαρτίνο,Μαρ-τί-νος,Male
1557,Μαρτινιανός,Μαρτινιανέ,Μαρ-τι-νια-νός,Male
1558,Ματίλντα,Ματίλντα,Μα-τίλ-ντα,Female
1559,Ματίνα,Ματίνα,Μα-τί-να,Female
1560,Ματθίλδη,Ματθίλδη,Ματ-θίλ-δη,Female
1561,Ματθίλντη,Ματθίλντη,Ματ-θίλ-ντη,Female
1562,Ματθαίος,Ματθαίο,Ματ-θαί-ος,Male
1563,Ματθούλα,Ματθούλα,Ματ-θού-λα,Female
1564,Ματούλα,Ματούλα,Μα-τού-λα,Female
1565,Ματρόνα,Ματρόνα,Μα-τρό-να,Female
1566,Ματρώνα,Ματρώνα,Μα-τρώ-να,Female
1567,Μαυρέτα,Μαυρέτα,Μαυ-ρέ-τα,Female
1568,Μαυρίκα,Μαυρίκα,Μαυ-ρί-κα,Female
1569,Μαυρίκης,Μαυρίκη,Μαυ-ρί-κης,Male
1570,Μαυρίκιος,Μαυρίκιε,Μαυ-ρί-κι-ος,Male
1571,Μαυρίτσα,Μαυρίτσα,Μαυ-ρί-τσα,Female
1572,Μαυρικία,Μαυρικία,Μαυ-ρι-κία,Female
1573,Μαυροειδής,Μαυροειδής,Μαυ-ρο-ει-δής,Male
1574,Μαυρουδής,Μαυρουδής,Μαυ-ρου-δής,Male
1575,Μαυρούλα,Μαυρούλα,Μαυ-ρού-λα,Female
1576,Μαχούλα,Μαχούλα,Μα-χού-λα,Female
1577,Μαύρα,Μαύρα,Μαύ-ρα,Female
1578,Μαύρη,Μαύρη,Μαύ-ρη,Female
1579,Μαύρος,Μαύρο,Μαύ-ρος,Male
1580,Μεθοδία,Μεθοδία,Με-θο-δία,Female
1581,Μεθόδιος,Μεθόδιε,Με-θό-δι-ος,Male
1582,Μελέτης,Μελέτη,Με-λέ-της,Male
1583,Μελέτιος,Μελέτιε,Με-λέ-τι-ος,Male
1584,Μελής,Μελής,Με-λής,Male
1585,Μελίνα,Μελίνα,Με-λί-να,Female
1586,Μελίσσα,Μελίσσα,Με-λίσ-σα,Female
1587,Μελίτα,Μελίτα,Με-λί-τα,Female
1588,Μελίτη,Μελίτη,Με-λί-τη,Female
1589,Μελίτης,Μελίτη,Με-λί-της,Male
1590,Μελίτος,Μελίτο,Με-λί-τος,Male
1591,Μελίτσα,Μελίτσα,Με-λί-τσα,Female
1592,Μελίτων,Μελίτων,Με-λί-των,Male
1593,Μελίτωνας,Μελίτωνα,Με-λί-τω-νας,Male
1594,Μελανή,Μελανή,Με-λα-νή,Female
1595,Μελανία,Μελανία,Με-λα-νία,Female
1596,Μελετία,Μελετία,Με-λε-τία,Female
1597,Μελετίνα,Μελετίνα,Με-λε-τί-να,Female
1598,Μελετούλα,Μελετούλα,Με-λε-τού-λα,Female
1599,Μελιτίνα,Μελιτίνα,Με-λι-τί-να,Female
1600,Μελιτίνη,Μελιτίνη,Με-λι-τί-νη,Female
1601,Μελιτίνος,Μελιτίνο,Με-λι-τί-νος,Male
1602,Μελιτινή,Μελιτινή,Με-λι-τι-νή,Female
1603,Μελπομένη,Μελπομένη,Μελ-πο-μέ-νη,Female
1604,Μελχής,Μελχής,Μελ-χής,Male
1605,Μελχισεδέχ,Μελχισεδέχ,Μελ-χι-σε-δέχ,Male
1606,Μελχιόρ,Μελχιόρ,Μελ-χι-όρ,Male
1607,Μελχιώρ,Μελχιώρ,Μελ-χι-ώρ,Male
1608,Μενέλαος,Μενέλαε,Με-νέ-λα-ος,Male
1609,Μερκουρία,Μερκουρία,Μερ-κου-ρία,Female
1610,Μερκούρης,Μερκούρη,Μερ-κού-ρης,Male
1611,Μερκούριος,Μερκούριε,Μερ-κού-ρι-ος,Male
1612,Μερτία,Μερτία,Μερ-τία,Female
1613,Μερτούλα,Μερτούλα,Μερ-τού-λα,Female
1614,Μερόπη,Μερόπη,Με-ρό-πη,Female
1615,Μεταξένια,Μεταξένια,Με-τα-ξέ-νια,Female
1616,Μεταξία,Μεταξία,Με-τα-ξία,Female
1617,Μεταξούλα,Μεταξούλα,Με-τα-ξού-λα,Female
1618,Μηλίτσα,Μηλίτσα,Μη-λί-τσα,Female
1619,Μηλιά,Μηλιά,Μη-λιά,Female
1620,Μηλινόη,Μηλινόη,Μη-λι-νόη,Female
1621,Μηλιώ,Μηλιώ,Μη-λι-ώ,Female
1622,Μηνάς,Μηνάς,Μη-νάς,Male
1623,Μηνοδώρα,Μηνοδώρα,Μη-νο-δώ-ρα,Female
1624,Μητροδώρα,Μητροδώρα,Μη-τρο-δώ-ρα,Female
1625,Μητσάκος,Μητσάκο,Μη-τσά-κος,Male
1626,Μιγδονία,Μιγδονία,Μι-γδο-νία,Female
1627,Μικές,Μικέ,Μι-κές,Female
1628,Μιλτιάδης,Μιλτιάδη,Μιλ-τιά-δης,Male
1629,Μιμή,Μιμή,Μι-μή,Female
1630,Μιμίκα,Μιμίκα,Μι-μί-κα,Female
1631,Μιράντα,Μιράντα,Μι-ρά-ντα,Female
1632,Μιρέλα,Μιρέλα,Μι-ρέ-λα,Female
1633,Μιρέλλα,Μιρέλλα,Μι-ρέλ-λα,Female
1634,Μισέλ,Μισέλ,Μι-σέλ,Female
1635,Μισαήλ,Μισαήλ,Μι-σαήλ,Male
1636,Μιχάλης,Μιχάλη,Μι-χά-λης,Male
1637,Μιχαέλα,Μιχαέλα,Μι-χα-έ-λα,Female
1638,Μιχαέλλα,Μιχαέλλα,Μι-χα-έλ-λα,Female
1639,Μιχαήλ,Μιχαήλ,Μι-χαήλ,Male
1640,Μιχαήλα,Μιχαήλα,Μι-χαή-λα,Female
1641,Μιχαηλίτσα,Μιχαηλίτσα,Μι-χαη-λί-τσα,Female
1642,Μιχαλίτσα,Μιχαλίτσα,Μι-χα-λί-τσα,Female
1643,Μιχαλός,Μιχαλέ,Μι-χα-λός,Male
1644,Μιχελής,Μιχελής,Μι-χε-λής,Male
1645,Μνημόνιος,Μνημόνιε,Μνη-μό-νι-ος,Male
1646,Μορφούλα,Μορφούλα,Μορ-φού-λα,Female
1647,Μοσχούλα,Μοσχούλα,Μο-σχού-λα,Female
1648,Μπάμπης,Μπάμπη,Μπά-μπης,Male
1649,Μπάμπος,Μπάμπο,Μπά-μπος,Male
1650,Μπέκυ,Μπέκυ,Μπέ-κυ,Female
1651,Μπήλιω,Μπήλιω,Μπή-λι-ω,Female
1652,Μπία,Μπία,Μπία,Female
1653,Μπίλης,Μπίλη,Μπί-λης,Male
1654,Μπίλλης,Μπίλλη,Μπίλ-λης,Male
1655,Μπαλταζάρ,Μπαλταζάρ,Μπαλ-τα-ζάρ,Male
1656,Μπαλτασάρ,Μπαλτασάρ,Μπαλ-τα-σάρ,Male
1657,Μπαμπίνα,Μπαμπίνα,Μπα-μπί-να,Female
1658,Μπηλιώ,Μπηλιώ,Μπη-λι-ώ,Female
1659,Μπιλιώ,Μπιλιώ,Μπι-λι-ώ,Female
1660,Μυγδονία,Μυγδονία,Μυ-γδο-νία,Female
1661,Μυγδόνης,Μυγδόνη,Μυ-γδό-νης,Male
1662,Μυγδόνιος,Μυγδόνιε,Μυ-γδό-νι-ος,Male
1663,Μυρέλλα,Μυρέλλα,Μυ-ρέλ-λα,Female
1664,Μυροφόρα,Μυροφόρα,Μυ-ρο-φό-ρα,Female
1665,Μυρσίνη,Μυρσίνη,Μυρ-σί-νη,Female
1666,Μυρσώ,Μυρσώ,Μυρ-σώ,Female
1667,Μυρτιά,Μυρτιά,Μυρ-τιά,Female
1668,Μυρτιδιώτισσα,Μυρτιδιώτισσα,Μυρ-τι-δι-ώ-τισ-σα,Female
1669,Μυρτούλα,Μυρτούλα,Μυρ-τού-λα,Female
1670,Μυρτώ,Μυρτώ,Μυρ-τώ,Female
1671,Μυρόπη,Μυρόπη,Μυ-ρό-πη,Female
1672,Μωρίς,Μωρίς,Μω-ρίς,Male
1673,Μωσής,Μωσής,Μω-σής,Male
1674,Μωσία,Μωσία,Μω-σία,Female
1675,Μωυσής,Μωυσής,Μω-υ-σής,Male
1676,Μωυσία,Μωυσία,Μω-υ-σία,Female
1677,Μόδεστος,Μόδεστε,Μό-δε-στος,Male
1678,Μόνα,Μόνα,Μό-να,Female
1679,Μόνικα,Μόνικα,Μό-νι-κα,Female
1680,Μόσχω,Μόσχω,Μό-σχω,Female
1681,Μύρα,Μύρα,Μύ-ρα,Female
1682,Μύρτα,Μύρτα,Μύρ-τα,Female
1683,Μύρτος,Μύρτο,Μύρ-τος,Male
1684,Μύρων,Μύρων,Μύ-ρων,Male
1685,Νάγια,Νάγια,Νά-για,Female
1686,Νάκος,Νάκο,Νά-κος,Male
1687,Νάνσυ,Νάνσυ,Νάν-συ,Female
1688,Νάντια,Νάντια,Νά-ντια,Female
1689,Νάρκισος,Νάρκισε,Νάρ-κι-σος,Male
1690,Νάρκισσος,Νάρκισσε,Νάρ-κισ-σος,Male
1691,Νάσα,Νάσα,Νά-σα,Female
1692,Νάσια,Νάσια,Νά-σια,Female
1693,Νάσος,Νάσο,Νά-σος,Male
1694,Νάταλι,Νάταλι,Νά-τα-λι,Male
1695,Νέαρχος,Νέαρχε,Νέ-αρ-χος,Male
1696,Νένα,Νένα,Νέ-να,Female
1697,Νέστορας,Νέστορα,Νέ-στο-ρας,Male
1698,Νέστωρ,Νέστωρ,Νέ-στωρ,Male
1699,Νήσης,Νήση,Νή-σης,Male
1700,Νήσιος,Νήσιε,Νή-σι-ος,Male
1701,Νήφων,Νήφων,Νή-φων,Male
1702,Νία,Νία,Νία,Female
1703,Νίκανδρος,Νίκανδρε,Νί-καν-δρος,Male
1704,Νίκη,Νίκη,Νί-κη,Female
1705,Νίκος,Νίκο,Νί-κος,Male
1706,Νίκων,Νίκων,Νί-κων,Male
1707,Νίνα,Νίνα,Νί-να,Female
1708,Νίνας,Νίνα,Νί-νας,Male
1709,Νίνος,Νίνο,Νί-νος,Male
1710,Νίτσα,Νίτσα,Νί-τσα,Female
1711,Ναζάριος,Ναζάριε,Να-ζά-ρι-ος,Male
1712,Ναθάνης,Ναθάνη,Να-θά-νης,Male
1713,Ναθαναήλ,Ναθαναήλ,Να-θα-ναήλ,Male
1714,Ναθαναήλης,Ναθαναήλη,Να-θα-ναή-λης,Male
1715,Ναθαναήλος,Ναθαναήλο,Να-θα-ναή-λος,Male
1716,Ναθαναηλία,Ναθαναηλία,Να-θα-ναη-λία,Female
1717,Ναθανηλία,Ναθανηλία,Να-θα-νη-λία,Female
1718,Ναούμ,Ναούμ,Να-ούμ,Male
1719,Ναούμα,Ναούμα,Να-ού-μα,Female
1720,Ναούμης,Ναούμη,Να-ού-μης,Male
1721,Ναπολέων,Ναπολέων,Να-πο-λέ-ων,Male
1722,Ναπολέωντας,Ναπολέωντα,Να-πο-λέ-ω-ντας,Male
1723,Νατάσα,Νατάσα,Να-τά-σα,Female
1724,Νατάσσα,Νατάσσα,Να-τάσ-σα,Female
1725,Ναταλή,Ναταλή,Να-τα-λή,Female
1726,Ναταλία,Ναταλία,Να-τα-λία,Female
1727,Ναταλίνα,Ναταλίνα,Να-τα-λί-να,Female
1728,Ναυκράτης,Ναυκράτη,Ναυ-κρά-της,Male
1729,Ναυκράτιος,Ναυκράτιε,Ναυ-κρά-τι-ος,Male
1730,Ναυσικά,Ναυσικά,Ναυ-σι-κά,Female
1731,Ναόμι,Ναόμι,Να-ό-μι,Male
1732,Νείλος,Νείλο,Νεί-λος,Male
1733,Νεκτάρης,Νεκτάρη,Νε-κτά-ρης,Male
1734,Νεκτάριος,Νεκτάριε,Νε-κτά-ρι-ος,Male
1735,Νεκταρία,Νεκταρία,Νε-κτα-ρία,Female
1736,Νεκταρίνα,Νεκταρίνα,Νε-κτα-ρί-να,Female
1737,Νεκταρούλα,Νεκταρούλα,Νε-κτα-ρού-λα,Female
1738,Νεοκλής,Νεοκλής,Νε-ο-κλής,Male
1739,Νεοπτόλεμος,Νεοπτόλεμε,Νε-ο-πτό-λε-μος,Male
1740,Νεοφυτία,Νεοφυτία,Νε-ο-φυ-τία,Female
1741,Νεοφύτη,Νεοφύτη,Νε-ο-φύ-τη,Female
1742,Νεστορία,Νεστορία,Νε-στο-ρία,Female
1743,Νεφέλη,Νεφέλη,Νε-φέ-λη,Female
1744,Νεόφυτος,Νεόφυτε,Νε-ό-φυ-τος,Male
1745,Νιάρχος,Νιάρχο,Νιά-ρχος,Male
1746,Νικάνορας,Νικάνορα,Νι-κά-νο-ρας,Male
1747,Νικάνωρ,Νικάνωρ,Νι-κά-νωρ,Male
1748,Νικήτα,Νικήτα,Νι-κή-τα,Female
1749,Νικήτας,Νικήτα,Νι-κή-τας,Male
1750,Νικήτη,Νικήτη,Νι-κή-τη,Female
1751,Νικανδρία,Νικανδρία,Νι-καν-δρία,Female
1752,Νικηφορία,Νικηφορία,Νι-κη-φο-ρία,Female
1753,Νικηφόρα,Νικηφόρα,Νι-κη-φό-ρα,Female
1754,Νικηφόρος,Νικηφόρο,Νι-κη-φό-ρος,Male
1755,Νικολάκης,Νικολάκη,Νι-κο-λά-κης,Male
1756,Νικολέτα,Νικολέτα,Νι-κο-λέ-τα,Female
1757,Νικολέττα,Νικολέττα,Νι-κο-λέτ-τα,Female
1758,Νικολής,Νικολής,Νι-κο-λής,Male
1759,Νικολίνα,Νικολίνα,Νι-κο-λί-να,Female
1760,Νικολίτσα,Νικολίτσα,Νι-κο-λί-τσα,Female
1761,Νικολούδα,Νικολούδα,Νι-κο-λού-δα,Female
1762,Νικολός,Νικολέ,Νι-κο-λός,Male
1763,Νικόδημος,Νικόδημε,Νι-κό-δη-μος,Male
1764,Νικόλ,Νικόλ,Νι-κόλ,Male
1765,Νικόλαος,Νικόλαε,Νι-κό-λα-ος,Male
1766,Νικόλας,Νικόλα,Νι-κό-λας,Male
1767,Νιόβη,Νιόβη,Νι-ό-βη,Female
1768,Νιόνιος,Νιόνιε,Νι-ό-νι-ος,Male
1769,Νούρης,Νούρη,Νού-ρης,Male
1770,Ντάνα,Ντάνα,Ντά-να,Female
1771,Ντάνης,Ντάνη,Ντά-νης,Male
1772,Ντέμπορα,Ντέμπορα,Ντέ-μπο-ρα,Female
1773,Ντένης,Ντένη,Ντέ-νης,Male
1774,Ντέπη,Ντέπη,Ντέ-πη,Female
1775,Ντέπυ,Ντέπυ,Ντέ-πυ,Female
1776,Ντία,Ντία,Ντία,Female
1777,Ντίμι,Ντίμι,Ντί-μι,Male
1778,Ντίνα,Ντίνα,Ντί-να,Female
1779,Ντίνος,Ντίνο,Ντί-νος,Male
1780,Ντενίζ,Ντενίζ,Ντε-νίζ,Male
1781,Ντομένικα,Ντομένικα,Ντο-μέ-νι-κα,Female
1782,Ντονάτα,Ντονάτα,Ντο-νά-τα,Female
1783,Ντονατέλα,Ντονατέλα,Ντο-να-τέ-λα,Female
1784,Ντόρα,Ντόρα,Ντό-ρα,Female
1785,Νόνα,Νόνα,Νό-να,Female
1786,Νόννα,Νόννα,Νόν-να,Female
1787,Νόρα,Νόρα,Νό-ρα,Female
1788,Νύσα,Νύσα,Νύ-σα,Female
1789,Νύσης,Νύση,Νύ-σης,Male
1790,Νώε,Νώε,Νώ-ε,Male
1791,Νώντας,Νώντα,Νώ-ντας,Male
1792,Ξάνθιος,Ξάνθιε,Ξάν-θι-ος,Male
1793,Ξάνθιππος,Ξάνθιππε,Ξάν-θιπ-πος,Male
1794,Ξάνθος,Ξάνθο,Ξάν-θος,Male
1795,Ξένη,Ξένη,Ξέ-νη,Female
1796,Ξένια,Ξένια,Ξέ-νια,Female
1797,Ξένιος,Ξένιε,Ξέ-νι-ος,Male
1798,Ξένος,Ξένο,Ξέ-νος,Male
1799,Ξακουστή,Ξακουστή,Ξα-κου-στή,Female
1800,Ξακουστός,Ξακουστέ,Ξα-κου-στός,Male
1801,Ξανθή,Ξανθή,Ξαν-θή,Female
1802,Ξανθίππη,Ξανθίππη,Ξαν-θίπ-πη,Female
1803,Ξανθιάς,Ξανθιάς,Ξαν-θιάς,Male
1804,Ξανθούλα,Ξανθούλα,Ξαν-θού-λα,Female
1805,Ξανθούλης,Ξανθούλη,Ξαν-θού-λης,Male
1806,Ξανθούλιος,Ξανθούλιε,Ξαν-θού-λι-ος,Male
1807,Ξενοφούλα,Ξενοφούλα,Ξε-νο-φού-λα,Female
1808,Ξενοφωντία,Ξενοφωντία,Ξε-νο-φω-ντία,Female
1809,Ξενοφωντίνα,Ξενοφωντίνα,Ξε-νο-φω-ντί-να,Female
1810,Ξενοφών,Ξενοφών,Ξε-νο-φών,Male
1811,Ξενοφώντας,Ξενοφώντα,Ξε-νο-φώ-ντας,Male
1812,Ξενοφώντη,Ξενοφώντη,Ξε-νο-φώ-ντη,Female
1813,Οδέττη,Οδέττη,Ο-δέτ-τη,Female
1814,Οδυσσέας,Οδυσσέα,Ο-δυσ-σέ-ας,Male
1815,Ολίβια,Ολίβια,Ο-λί-βια,Female
1816,Ολβιανός,Ολβιανέ,Ολ-βια-νός,Male
1817,Ολιβία,Ολιβία,Ο-λι-βία,Female
1818,Ολιβιανός,Ολιβιανέ,Ο-λι-βια-νός,Male
1819,Ολυμπία,Ολυμπία,Ο-λυ-μπία,Female
1820,Ολυμπιάδα,Ολυμπιάδα,Ο-λυ-μπιά-δα,Female
1821,Ολυμπιάς,Ολυμπιάς,Ο-λυ-μπιάς,Male
1822,Ολυμπούλα,Ολυμπούλα,Ο-λυ-μπού-λα,Female
1823,Ολύμπη,Ολύμπη,Ο-λύ-μπη,Female
1824,Ολύμπιος,Ολύμπιε,Ο-λύ-μπι-ος,Male
1825,Ολύμπω,Ολύμπω,Ο-λύ-μπω,Female
1826,Ονουφρία,Ονουφρία,Ο-νου-φρία,Female
1827,Ονούφρης,Ονούφρη,Ο-νού-φρης,Male
1828,Ονούφριος,Ονούφριε,Ο-νού-φρι-ος,Male
1829,Ορέστης,Ορέστη,Ο-ρέ-στης,Male
1830,Ορεστία,Ορεστία,Ο-ρε-στία,Female
1831,Ορεστιάδα,Ορεστιάδα,Ο-ρε-στιά-δα,Female
1832,Ορεστιάς,Ορεστιάς,Ο-ρε-στιάς,Male
1833,Ορθοδοξία,Ορθοδοξία,Ορ-θο-δο-ξία,Female
1834,Ορθοδόξης,Ορθοδόξη,Ορ-θο-δό-ξης,Male
1835,Ορθούλα,Ορθούλα,Ορ-θού-λα,Female
1836,Ορσαλία,Ορσαλία,Ορ-σα-λία,Female
1837,Ορτίσης,Ορτίση,Ορ-τί-σης,Male
1838,Ορτίσια,Ορτίσια,Ορ-τί-σια,Female
1839,Ορτίσιος,Ορτίσιε,Ορ-τί-σι-ος,Male
1840,Ορτανσία,Ορτανσία,Ορ-ταν-σία,Female
1841,Ορφέας,Ορφέα,Ορ-φέ-ας,Male
1842,Οσία,Οσία,Ο-σία,Female
1843,Ουρανία,Ουρανία,Ου-ρα-νία,Female
1844,Οφηλία,Οφηλία,Ο-φη-λία,Female
1845,Ούρσουλα,Ούρσουλα,Ού-ρσου-λα,Female
1846,Πάγκαλος,Πάγκαλε,Πά-γκα-λος,Male
1847,Πάκης,Πάκη,Πά-κης,Male
1848,Πάμφιλος,Πάμφιλε,Πάμ-φι-λος,Male
1849,Πάνος,Πάνο,Πά-νος,Male
1850,Πάρης,Πάρη,Πά-ρης,Male
1851,Πάρις,Πάρις,Πά-ρις,Male
1852,Πάτρα,Πάτρα,Πά-τρα,Female
1853,Πάτρικ,Πάτρικ,Πά-τρικ,Male
1854,Πάτροκλος,Πάτροκλε,Πά-τρο-κλος,Male
1855,Πάχος,Πάχο,Πά-χος,Male
1856,Πέπη,Πέπη,Πέ-πη,Female
1857,Πέρσα,Πέρσα,Πέρ-σα,Female
1858,Πέρση,Πέρση,Πέρ-ση,Female
1859,Πέρσης,Πέρση,Πέρ-σης,Male
1860,Πέτρα,Πέτρα,Πέ-τρα,Female
1861,Πέτρος,Πέτρο,Πέ-τρος,Male
1862,Πήγασος,Πήγασε,Πή-γα-σος,Male
1863,Πίνδαρος,Πίνδαρε,Πίν-δα-ρος,Male
1864,Πίστη,Πίστη,Πί-στη,Female
1865,Πίστις,Πίστις,Πί-στις,Male
1866,Πίτσα,Πίτσα,Πί-τσα,Female
1867,Παΐσης,Παΐση,Πα-ΐ-σης,Male
1868,Παΐσιος,Παΐσιε,Πα-ΐ-σι-ος,Male
1869,Παγκράτιος,Παγκράτιε,Πα-γκρά-τι-ος,Male
1870,Παγκρατία,Παγκρατία,Πα-γκρα-τία,Female
1871,Παγώνα,Παγώνα,Πα-γώ-να,Female
1872,Παλάδα,Παλάδα,Πα-λά-δα,Female
1873,Παλάδης,Παλάδη,Πα-λά-δης,Male
1874,Παλάδιος,Παλάδιε,Πα-λά-δι-ος,Male
1875,Παλαδία,Παλαδία,Πα-λα-δία,Female
1876,Παλλάδα,Παλλάδα,Παλ-λά-δα,Female
1877,Παλλάδης,Παλλάδη,Παλ-λά-δης,Male
1878,Παλλάδιος,Παλλάδιε,Παλ-λά-δι-ος,Male
1879,Παλλαδία,Παλλαδία,Παλ-λα-δία,Female
1880,Παμφίλη,Παμφίλη,Παμ-φί-λη,Female
1881,Παμφύλη,Παμφύλη,Παμ-φύ-λη,Female
1882,Πανάγος,Πανάγο,Πα-νά-γος,Male
1883,Πανίκος,Πανίκο,Πα-νί-κος,Male
1884,Παναγής,Παναγής,Πα-να-γής,Male
1885,Παναγιούλα,Παναγιούλα,Πα-να-γι-ού-λα,Female
1886,Παναγιώτα,Παναγιώτα,Πα-να-γι-ώ-τα,Female
1887,Παναγιώτης,Παναγιώτη,Πα-να-γι-ώ-της,Male
1888,Παναγούλα,Παναγούλα,Πα-να-γού-λα,Female
1889,Πανδώρα,Πανδώρα,Παν-δώ-ρα,Female
1890,Πανούσος,Πανούσο,Πα-νού-σος,Male
1891,Παντέλος,Παντέλο,Πα-ντέ-λος,Male
1892,Παντελάκης,Παντελάκη,Πα-ντε-λά-κης,Male
1893,Παντελής,Παντελής,Πα-ντε-λής,Male
1894,Παντελίνα,Παντελίνα,Πα-ντε-λί-να,Female
1895,Παντελίτσα,Παντελίτσα,Πα-ντε-λί-τσα,Female
1896,Παντελεήμονας,Παντελεήμονα,Πα-ντε-λε-ή-μο-νας,Male
1897,Παντελεήμων,Παντελεήμων,Πα-ντε-λε-ή-μων,Male
1898,Παντελεήμωνας,Παντελεήμωνα,Πα-ντε-λε-ή-μω-νας,Male
1899,Παντελεούσα,Παντελεούσα,Πα-ντε-λε-ού-σα,Female
1900,Παντολέοντας,Παντολέοντα,Πα-ντο-λέ-ο-ντας,Male
1901,Παντολέων,Παντολέων,Πα-ντο-λέ-ων,Male
1902,Παντολεοντή,Παντολεοντή,Πα-ντο-λε-ο-ντή,Female
1903,Παντολεοντής,Παντολεοντής,Πα-ντο-λε-ο-ντής,Male
1904,Παντολεοντία,Παντολεοντία,Πα-ντο-λε-ο-ντία,Female
1905,Πανωραία,Πανωραία,Πα-νω-ραί-α,Female
1906,Παράσχος,Παράσχο,Πα-ρά-σχος,Male
1907,Παρέσια,Παρέσια,Πα-ρέ-σια,Female
1908,Παρέσσα,Παρέσσα,Πα-ρέσ-σα,Female
1909,Παρασκευάς,Παρασκευάς,Πα-ρα-σκευ-άς,Male
1910,Παρασκευή,Παρασκευή,Πα-ρα-σκευ-ή,Female
1911,Παρασκευούλα,Παρασκευούλα,Πα-ρα-σκευ-ού-λα,Female
1912,Παρεσίνα,Παρεσίνα,Πα-ρε-σί-να,Female
1913,Παρεσσία,Παρεσσία,Πα-ρεσ-σία,Female
1914,Παρθένα,Παρθένα,Παρ-θέ-να,Female
1915,Παρθένης,Παρθένη,Παρ-θέ-νης,Male
1916,Παρθένιος,Παρθένιε,Παρ-θέ-νι-ος,Male
1917,Παρθενία,Παρθενία,Παρ-θε-νία,Female
1918,Παρθενόπη,Παρθενόπη,Παρ-θε-νό-πη,Female
1919,Παρμενίων,Παρμενίων,Παρ-με-νί-ων,Male
1920,Πασχάλης,Πασχάλη,Πα-σχά-λης,Male
1921,Πασχαλίνα,Πασχαλίνα,Πα-σχα-λί-να,Female
1922,Πατάπιος,Πατάπιε,Πα-τά-πι-ος,Male
1923,Πατούλα,Πατούλα,Πα-τού-λα,Female
1924,Πατρίκα,Πατρίκα,Πα-τρί-κα,Female
1925,Πατρίκης,Πατρίκη,Πα-τρί-κης,Male
1926,Πατρίκιος,Πατρίκιε,Πα-τρί-κι-ος,Male
1927,Πατρίκος,Πατρίκο,Πα-τρί-κος,Male
