Άγγελος;Άγγελε;Άγ-γε-λος
Μακρίνα;Μακρίνα;Μα-κρί-να
Μαλαματένια;Μαλαματένια;Μα-λα-μα-τέ-νια
Μαλαματή;Μαλαματή;Μα-λα-μα-τή
Μαλβίνα;Μαλβίνα;Μαλ-βί-να
Μανιώ;Μανιώ;Μα-νι-ώ
Μανουέλα;Μανουέλα;Μα-νου-έ-λα
Μανουήλ;Μανουήλ;Μα-νου-ήλ
Μανουσάκης;Μανουσάκη;Μα-νου-σά-κης
Μανουσάκι;Μανουσάκι;Μα-νου-σά-κι
Μανούσος;Μανούσο;Μα-νού-σος
Μανταλένα;Μανταλένα;Μα-ντα-λέ-να
Μαντώ;Μαντώ;Μα-ντώ
Μανωλία;Μανωλία;Μα-νω-λία
Μανόλης;Μανόλη;Μα-νό-λης
Μανώλης;Μανώλη;Μα-νώ-λης
Μαξιμιλιανός;Μαξιμιλιανέ;Μα-ξι-μι-λια-νός
Μαράκι;Μαράκι;Μα-ρά-κι
Μαρία;Μαρία;Μα-ρία
ΜαρίαΕλένη;ΜαρίαΕλένη;Μα-ρία-Ε-λέ-νη
Μαρίκα;Μαρίκα;Μα-ρί-κα
Μαρίνα;Μαρίνα;Μα-ρί-να
Μαρίνος;Μαρίνο;Μα-ρί-νος
Μαρίσσα;Μαρίσσα;Μα-ρίσ-σα
Μαρίτσα;Μαρίτσα;Μα-ρί-τσα
Μαργέτα;Μαργέτα;Μαρ-γέ-τα
Μαργαρίτα;Μαργαρίτα;Μαρ-γα-ρί-τα
Μαργαρίτης;Μαργαρίτη;Μαρ-γα-ρί-της
Μαργετίνα;Μαργετίνα;Μαρ-γε-τί-να
Μαρδάρης;Μαρδάρη;Μαρ-δά-ρης
Μαρδάριος;Μαρδάριε;Μαρ-δά-ρι-ος
Μαριάνθη;Μαριάνθη;Μα-ριά-νθη
Μαριάννα;Μαριάννα;Μα-ριά-ννα
Μαριάντζελα;Μαριάντζελα;Μα-ριά-ντζε-λα
Μαριέττα;Μαριέττα;Μα-ρι-έτ-τα
Μαριαλένα;Μαριαλένα;Μα-ρια-λέ-να
Μαριγούλα;Μαριγούλα;Μα-ρι-γού-λα
Μαριγώ;Μαριγώ;Μα-ρι-γώ
Μαριλένα;Μαριλένα;Μα-ρι-λέ-να
Μαρινέλα;Μαρινέλα;Μα-ρι-νέ-λα
Μαρινίκη;Μαρινίκη;Μα-ρι-νί-κη
Μαριωρή;Μαριωρή;Μα-ρι-ω-ρή
Μαριώ;Μαριώ;Μα-ρι-ώ
Μαρκέλα;Μαρκέλα;Μαρ-κέ-λα
Μαρκέλλα;Μαρκέλλα;Μαρ-κέλ-λα
Μαρκία;Μαρκία;Μαρ-κία
Μαρκίνος;Μαρκίνο;Μαρ-κί-νος
Μαρκελή;Μαρκελή;Μαρ-κε-λή
Μαρκελλή;Μαρκελλή;Μαρ-κελ-λή
Μαρκιάνα;Μαρκιάνα;Μαρ-κιά-να
Μαρκιανή;Μαρκιανή;Μαρ-κια-νή
Μαρκιανός;Μαρκιανέ;Μαρ-κια-νός
Μαρκούλα;Μαρκούλα;Μαρ-κού-λα
Μαρκούλης;Μαρκούλη;Μαρ-κού-λης
Μαρουλία;Μαρουλία;Μα-ρου-λία
Μαρούλα;Μαρούλα;Μα-ρού-λα
Μαρτίνα;Μαρτίνα;Μαρ-τί-να
Μαρτίνη;Μαρτίνη;Μαρ-τί-νη
Μαρτίνος;Μαρτίνο;Μαρ-τί-νος
Μαρτινιανός;Μαρτινιανέ;Μαρ-τι-νια-νός
Ματίλντα;Ματίλντα;Μα-τίλ-ντα
Ματίνα;Ματίνα;Μα-τί-να
Ματθίλδη;Ματθίλδη;Ματ-θίλ-δη
Ματθίλντη;Ματθίλντη;Ματ-θίλ-ντη
Ματθαίος;Ματθαίο;Ματ-θαί-ος
Ματθούλα;Ματθούλα;Ματ-θού-λα
Ματούλα;Ματούλα;Μα-τού-λα
Ματρόνα;Ματρόνα;Μα-τρό-να
Ματρώνα;Ματρώνα;Μα-τρώ-να
Μαυρέτα;Μαυρέτα;Μαυ-ρέ-τα
Μαυρίκα;Μαυρίκα;Μαυ-ρί-κα
Μαυρίκης;Μαυρίκη;Μαυ-ρί-κης
Μαυρίκιος;Μαυρίκιε;Μαυ-ρί-κι-ος
Μαυρίτσα;Μαυρίτσα;Μαυ-ρί-τσα
Μαυρικία;Μαυρικία;Μαυ-ρι-κία
Μαυροειδής;Μαυροειδής;Μαυ-ρο-ει-δής
Μαυρουδής;Μαυρουδής;Μαυ-ρου-δής
Μαυρούλα;Μαυρούλα;Μαυ-ρού-λα
Μαχούλα;Μαχούλα;Μα-χού-λα
Μαύρα;Μαύρα;Μαύ-ρα
Μαύρη;Μαύρη;Μαύ-ρη
Μαύρος;Μαύρο;Μαύ-ρος
Μεθοδία;Μεθοδία;Με-θο-δία
Μεθόδιος;Μεθόδιε;Με-θό-δι-ος
Μελέτης;Μελέτη;Με-λέ-της
Μελέτιος;Μελέτιε;Με-λέ-τι-ος
Μελής;Μελής;Με-λής
Μελίνα;Μελίνα;Με-λί-να
Μελίσσα;Μελίσσα;Με-λίσ-σα
Μελίτα;Μελίτα;Με-λί-τα
Μελίτη;Μελίτη;Με-λί-τη
Μελίτης;Μελίτη;Με-λί-της
Μελίτος;Μελίτο;Με-λί-τος
Μελίτσα;Μελίτσα;Με-λί-τσα
Μελίτων;Μελίτων;Με-λί-των
Μελίτωνας;Μελίτωνα;Με-λί-τω-νας
Μελανή;Μελανή;Με-λα-νή
Μελανία;Μελανία;Με-λα-νία
Μελετία;Μελετία;Με-λε-τία
Μελετίνα;Μελετίνα;Με-λε-τί-να
Μελετούλα;Μελετούλα;Με-λε-τού-λα
Μελιτίνα;Μελιτίνα;Με-λι-τί-να
Μελιτίνη;Μελιτίνη;Με-λι-τί-νη
Μελιτίνος;Μελιτίνο;Με-λι-τί-νος
Μελιτινή;Μελιτινή;Με-λι-τι-νή
Μελπομένη;Μελπομένη;Μελ-πο-μέ-νη
Μελχής;Μελχής;Μελ-χής
Μελχισεδέχ;Μελχισεδέχ;Μελ-χι-σε-δέχ
Μελχιόρ;Μελχιόρ;Μελ-χι-όρ
Μελχιώρ;Μελχιώρ;Μελ-χι-ώρ
Μενέλαος;Μενέλαε;Με-νέ-λα-ος
Μερκουρία;Μερκουρία;Μερ-κου-ρία
Μερκούρης;Μερκούρη;Μερ-κού-ρης
Μερκούριος;Μερκούριε;Μερ-κού-ρι-ος
Μερτία;Μερτία;Μερ-τία
Μερτούλα;Μερτούλα;Μερ-τού-λα
Μερόπη;Μερόπη;Με-ρό-πη
Μεταξένια;Μεταξένια;Με-τα-ξέ-νια
Μεταξία;Μεταξία;Με-τα-ξία
Μεταξούλα;Μεταξούλα;Με-τα-ξού-λα
Μηλίτσα;Μηλίτσα;Μη-λί-τσα
Μηλιά;Μηλιά;Μη-λιά
Μηλινόη;Μηλινόη;Μη-λι-νόη
Μηλιώ;Μηλιώ;Μη-λι-ώ
Μηνάς;Μηνάς;Μη-νάς
Μηνοδώρα;Μηνοδώρα;Μη-νο-δώ-ρα
Μητροδώρα;Μητροδώρα;Μη-τρο-δώ-ρα
Μητσάκος;Μητσάκο;Μη-τσά-κος
Μιγδονία;Μιγδονία;Μι-γδο-νία
Μικές;Μικέ;Μι-κές
Μιλτιάδης;Μιλτιάδη;Μιλ-τιά-δης
Μιμή;Μιμή;Μι-μή
Μιμίκα;Μιμίκα;Μι-μί-κα
Μιράντα;Μιράντα;Μι-ρά-ντα
Μιρέλα;Μιρέλα;Μι-ρέ-λα
Μιρέλλα;Μιρέλλα;Μι-ρέλ-λα
Μισέλ;Μισέλ;Μι-σέλ
Μισαήλ;Μισαήλ;Μι-σαήλ
Μιχάλης;Μιχάλη;Μι-χά-λης
Μιχαέλα;Μιχαέλα;Μι-χα-έ-λα
Μιχαέλλα;Μιχαέλλα;Μι-χα-έλ-λα
Μιχαήλ;Μιχαήλ;Μι-χαήλ
Μιχαήλα;Μιχαήλα;Μι-χαή-λα
Μιχαηλίτσα;Μιχαηλίτσα;Μι-χαη-λί-τσα
Μιχαλίτσα;Μιχαλίτσα;Μι-χα-λί-τσα
Μιχαλός;Μιχαλέ;Μι-χα-λός
Μιχελής;Μιχελής;Μι-χε-λής
Μνημόνιος;Μνημόνιε;Μνη-μό-νι-ος
Μορφούλα;Μορφούλα;Μορ-φού-λα
Μοσχούλα;Μοσχούλα;Μο-σχού-λα
Μπάμπης;Μπάμπη;Μπά-μπης
Μπάμπος;Μπάμπο;Μπά-μπος
Μπέκυ;Μπέκυ;Μπέ-κυ
Μπήλιω;Μπήλιω;Μπή-λι-ω
Μπία;Μπία;Μπία
Μπίλης;Μπίλη;Μπί-λης
Μπίλλης;Μπίλλη;Μπίλ-λης
Μπαλταζάρ;Μπαλταζάρ;Μπαλ-τα-ζάρ
Μπαλτασάρ;Μπαλτασάρ;Μπαλ-τα-σάρ
Μπαμπίνα;Μπαμπίνα;Μπα-μπί-να
Μπηλιώ;Μπηλιώ;Μπη-λι-ώ
Μπιλιώ;Μπιλιώ;Μπι-λι-ώ
Μυγδονία;Μυγδονία;Μυ-γδο-νία
Μυγδόνης;Μυγδόνη;Μυ-γδό-νης
Μυγδόνιος;Μυγδόνιε;Μυ-γδό-νι-ος
Μυρέλλα;Μυρέλλα;Μυ-ρέλ-λα
Μυροφόρα;Μυροφόρα;Μυ-ρο-φό-ρα
Μυρσίνη;Μυρσίνη;Μυρ-σί-νη
Μυρσώ;Μυρσώ;Μυρ-σώ
Μυρτιά;Μυρτιά;Μυρ-τιά
Μυρτιδιώτισσα;Μυρτιδιώτισσα;Μυρ-τι-δι-ώ-τισ-σα
Μυρτούλα;Μυρτούλα;Μυρ-τού-λα
Μυρτώ;Μυρτώ;Μυρ-τώ
Μυρόπη;Μυρόπη;Μυ-ρό-πη
Μωρίς;Μωρίς;Μω-ρίς
Μωσής;Μωσής;Μω-σής
Μωσία;Μωσία;Μω-σία
Μωυσής;Μωυσής;Μω-υ-σής
Μωυσία;Μωυσία;Μω-υ-σία
Μόδεστος;Μόδεστε;Μό-δε-στος
Μόνα;Μόνα;Μό-να
Μόνικα;Μόνικα;Μό-νι-κα
Μόσχω;Μόσχω;Μό-σχω
Μύρα;Μύρα;Μύ-ρα
Μύρτα;Μύρτα;Μύρ-τα
Μύρτος;Μύρτο;Μύρ-τος
Μύρων;Μύρων;Μύ-ρων
Νάγια;Νάγια;Νά-για
Νάκος;Νάκο;Νά-κος
Νάνσυ;Νάνσυ;Νάν-συ
Νάντια;Νάντια;Νά-ντια
Νάρκισος;Νάρκισε;Νάρ-κι-σος
Νάρκισσος;Νάρκισσε;Νάρ-κισ-σος
Νάσα;Νάσα;Νά-σα
Νάσια;Νάσια;Νά-σια
Νάσος;Νάσο;Νά-σος
Νάταλι;Νάταλι;Νά-τα-λι
Νέαρχος;Νέαρχε;Νέ-αρ-χος
Νένα;Νένα;Νέ-να
Νέστορας;Νέστορα;Νέ-στο-ρας
Νέστωρ;Νέστωρ;Νέ-στωρ
Νήσης;Νήση;Νή-σης
Νήσιος;Νήσιε;Νή-σι-ος
Νήφων;Νήφων;Νή-φων
Νία;Νία;Νία
Νίκανδρος;Νίκανδρε;Νί-καν-δρος
Νίκη;Νίκη;Νί-κη
Νίκος;Νίκο;Νί-κος
Νίκων;Νίκων;Νί-κων
Νίνα;Νίνα;Νί-να
Νίνας;Νίνα;Νί-νας
Νίνος;Νίνο;Νί-νος
Νίτσα;Νίτσα;Νί-τσα
Ναζάριος;Ναζάριε;Να-ζά-ρι-ος
Ναθάνης;Ναθάνη;Να-θά-νης
Ναθαναήλ;Ναθαναήλ;Να-θα-ναήλ
Ναθαναήλης;Ναθαναήλη;Να-θα-ναή-λης
Ναθαναήλος;Ναθαναήλο;Να-θα-ναή-λος
Ναθαναηλία;Ναθαναηλία;Να-θα-ναη-λία
Ναθανηλία;Ναθανηλία;Να-θα-νη-λία
Ναούμ;Ναούμ;Να-ούμ
Ναούμα;Ναούμα;Να-ού-μα
Ναούμης;Ναούμη;Να-ού-μης
Ναπολέων;Ναπολέων;Να-πο-λέ-ων
Ναπολέωντας;Ναπολέωντα;Να-πο-λέ-ω-ντας
Νατάσα;Νατάσα;Να-τά-σα
Νατάσσα;Νατάσσα;Να-τάσ-σα
Ναταλή;Ναταλή;Να-τα-λή
Ναταλία;Ναταλία;Να-τα-λία
Ναταλίνα;Ναταλίνα;Να-τα-λί-να
Ναυκράτης;Ναυκράτη;Ναυ-κρά-της
Ναυκράτιος;Ναυκράτιε;Ναυ-κρά-τι-ος
Ναυσικά;Ναυσικά;Ναυ-σι-κά
Ναόμι;Ναόμι;Να-ό-μι
Νείλος;Νείλο;Νεί-λος
Νεκτάρης;Νεκτάρη;Νε-κτά-ρης
Νεκτάριος;Νεκτάριε;Νε-κτά-ρι-ος
Νεκταρία;Νεκταρία;Νε-κτα-ρία
Νεκταρίνα;Νεκταρίνα;Νε-κτα-ρί-να
Νεκταρούλα;Νεκταρούλα;Νε-κτα-ρού-λα
Νεοκλής;Νεοκλής;Νε-ο-κλής
Νεοπτόλεμος;Νεοπτόλεμε;Νε-ο-πτό-λε-μος
Νεοφυτία;Νεοφυτία;Νε-ο-φυ-τία
Νεοφύτη;Νεοφύτη;Νε-ο-φύ-τη
Νεστορία;Νεστορία;Νε-στο-ρία
Νεφέλη;Νεφέλη;Νε-φέ-λη
Νεόφυτος;Νεόφυτε;Νε-ό-φυ-τος
Νιάρχος;Νιάρχο;Νιά-ρχος
Νικάνορας;Νικάνορα;Νι-κά-νο-ρας
Νικάνωρ;Νικάνωρ;Νι-κά-νωρ
Νικήτα;Νικήτα;Νι-κή-τα
Νικήτας;Νικήτα;Νι-κή-τας
Νικήτη;Νικήτη;Νι-κή-τη
Νικανδρία;Νικανδρία;Νι-καν-δρία
Νικηφορία;Νικηφορία;Νι-κη-φο-ρία
Νικηφόρα;Νικηφόρα;Νι-κη-φό-ρα
Νικηφόρος;Νικηφόρο;Νι-κη-φό-ρος
Νικολάκης;Νικολάκη;Νι-κο-λά-κης
Νικολέτα;Νικολέτα;Νι-κο-λέ-τα
Νικολέττα;Νικολέττα;Νι-κο-λέτ-τα
Νικολής;Νικολής;Νι-κο-λής
Νικολίνα;Νικολίνα;Νι-κο-λί-να
Νικολίτσα;Νικολίτσα;Νι-κο-λί-τσα
Νικολούδα;Νικολούδα;Νι-κο-λού-δα
Νικολός;Νικολέ;Νι-κο-λός
Νικόδημος;Νικόδημε;Νι-κό-δη-μος
Νικόλ;Νικόλ;Νι-κόλ
Νικόλαος;Νικόλαε;Νι-κό-λα-ος
Νικόλας;Νικόλα;Νι-κό-λας
Νιόβη;Νιόβη;Νι-ό-βη
Νιόνιος;Νιόνιε;Νι-ό-νι-ος
Νούρης;Νούρη;Νού-ρης
Ντάνα;Ντάνα;Ντά-να
Ντάνης;Ντάνη;Ντά-νης
Ντέμπορα;Ντέμπορα;Ντέ-μπο-ρα
Ντένης;Ντένη;Ντέ-νης
Ντέπη;Ντέπη;Ντέ-πη
Ντέπυ;Ντέπυ;Ντέ-πυ
Ντία;Ντία;Ντία
Ντίμι;Ντίμι;Ντί-μι
Ντίνα;Ντίνα;Ντί-να
Ντίνος;Ντίνο;Ντί-νος
Ντενίζ;Ντενίζ;Ντε-νίζ
Ντομένικα;Ντομένικα;Ντο-μέ-νι-κα
Ντονάτα;Ντονάτα;Ντο-νά-τα
Ντονατέλα;Ντονατέλα;Ντο-να-τέ-λα
Ντόρα;Ντόρα;Ντό-ρα
Νόνα;Νόνα;Νό-να
Νόννα;Νόννα;Νόν-να
Νόρα;Νόρα;Νό-ρα
Νύσα;Νύσα;Νύ-σα
Νύσης;Νύση;Νύ-σης
Νώε;Νώε;Νώ-ε
Νώντας;Νώντα;Νώ-ντας
Ξάνθιος;Ξάνθιε;Ξάν-θι-ος
Ξάνθιππος;Ξάνθιππε;Ξάν-θιπ-πος
Ξάνθος;Ξάνθο;Ξάν-θος
Ξένη;Ξένη;Ξέ-νη
Ξένια;Ξένια;Ξέ-νια
Ξένιος;Ξένιε;Ξέ-νι-ος
Ξένος;Ξένο;Ξέ-νος
Ξακουστή;Ξακουστή;Ξα-κου-στή
Ξακουστός;Ξακουστέ;Ξα-κου-στός
Ξανθή;Ξανθή;Ξαν-θή
Ξανθίππη;Ξανθίππη;Ξαν-θίπ-πη
Ξανθιάς;Ξανθιάς;Ξαν-θιάς
Ξανθούλα;Ξανθούλα;Ξαν-θού-λα
Ξανθούλης;Ξανθούλη;Ξαν-θού-λης
Ξανθούλιος;Ξανθούλιε;Ξαν-θού-λι-ος
Ξενοφούλα;Ξενοφούλα;Ξε-νο-φού-λα
Ξενοφωντία;Ξενοφωντία;Ξε-νο-φω-ντία
Ξενοφωντίνα;Ξενοφωντίνα;Ξε-νο-φω-ντί-να
Ξενοφών;Ξενοφών;Ξε-νο-φών
Ξενοφώντας;Ξενοφώντα;Ξε-νο-φώ-ντας
Ξενοφώντη;Ξενοφώντη;Ξε-νο-φώ-ντη
Οδέττη;Οδέττη;Ο-δέτ-τη
Οδυσσέας;Οδυσσέα;Ο-δυσ-σέ-ας
Ολίβια;Ολίβια;Ο-λί-βια
Ολβιανός;Ολβιανέ;Ολ-βια-νός
Ολιβία;Ολιβία;Ο-λι-βία
Ολιβιανός;Ολιβιανέ;Ο-λι-βια-νός
Ολυμπία;Ολυμπία;Ο-λυ-μπία
Ολυμπιάδα;Ολυμπιάδα;Ο-λυ-μπιά-δα
Ολυμπιάς;Ολυμπιάς;Ο-λυ-μπιάς
Ολυμπούλα;Ολυμπούλα;Ο-λυ-μπού-λα
Ολύμπη;Ολύμπη;Ο-λύ-μπη
Ολύμπιος;Ολύμπιε;Ο-λύ-μπι-ος
Ολύμπω;Ολύμπω;Ο-λύ-μπω
Ονουφρία;Ονουφρία;Ο-νου-φρία
Ονούφρης;Ονούφρη;Ο-νού-φρης
Ονούφριος;Ονούφριε;Ο-νού-φρι-ος
Ορέστης;Ορέστη;Ο-ρέ-στης
Ορεστία;Ορεστία;Ο-ρε-στία
Ορεστιάδα;Ορεστιάδα;Ο-ρε-στιά-δα
Ορεστιάς;Ορεστιάς;Ο-ρε-στιάς
Ορθοδοξία;Ορθοδοξία;Ορ-θο-δο-ξία
Ορθοδόξης;Ορθοδόξη;Ορ-θο-δό-ξης
Ορθούλα;Ορθούλα;Ορ-θού-λα
Ορσαλία;Ορσαλία;Ορ-σα-λία
Ορτίσης;Ορτίση;Ορ-τί-σης
Ορτίσια;Ορτίσια;Ορ-τί-σια
Ορτίσιος;Ορτίσιε;Ορ-τί-σι-ος
Ορτανσία;Ορτανσία;Ορ-ταν-σία
Ορφέας;Ορφέα;Ορ-φέ-ας
Οσία;Οσία;Ο-σία
Ουρανία;Ουρανία;Ου-ρα-νία
Οφηλία;Οφηλία;Ο-φη-λία
Ούρσουλα;Ούρσουλα;Ού-ρσου-λα
Πάγκαλος;Πάγκαλε;Πά-γκα-λος
Πάκης;Πάκη;Πά-κης
Πάμφιλος;Πάμφιλε;Πάμ-φι-λος
Πάνος;Πάνο;Πά-νος
Πάρης;Πάρη;Πά-ρης
Πάρις;Πάρις;Πά-ρις
Πάτρα;Πάτρα;Πά-τρα
Πάτρικ;Πάτρικ;Πά-τρικ
Πάτροκλος;Πάτροκλε;Πά-τρο-κλος
Πάχος;Πάχο;Πά-χος
Πέπη;Πέπη;Πέ-πη
Πέρσα;Πέρσα;Πέρ-σα
Πέρση;Πέρση;Πέρ-ση
Πέρσης;Πέρση;Πέρ-σης
Πέτρα;Πέτρα;Πέ-τρα
Πέτρος;Πέτρο;Πέ-τρος
Πήγασος;Πήγασε;Πή-γα-σος
Πίνδαρος;Πίνδαρε;Πίν-δα-ρος
Πίστη;Πίστη;Πί-στη
Πίστις;Πίστις;Πί-στις
Πίτσα;Πίτσα;Πί-τσα
Παΐσης;Παΐση;Πα-ΐ-σης
Παΐσιος;Παΐσιε;Πα-ΐ-σι-ος
Παγκράτιος;Παγκράτιε;Πα-γκρά-τι-ος
Παγκρατία;Παγκρατία;Πα-γκρα-τία
Παγώνα;Παγώνα;Πα-γώ-να
Παλάδα;Παλάδα;Πα-λά-δα
Παλάδης;Παλάδη;Πα-λά-δης
Παλάδιος;Παλάδιε;Πα-λά-δι-ος
Παλαδία;Παλαδία;Πα-λα-δία
Παλλάδα;Παλλάδα;Παλ-λά-δα
Παλλάδης;Παλλάδη;Παλ-λά-δης
Παλλάδιος;Παλλάδιε;Παλ-λά-δι-ος
Παλλαδία;Παλλαδία;Παλ-λα-δία
Παμφίλη;Παμφίλη;Παμ-φί-λη
Παμφύλη;Παμφύλη;Παμ-φύ-λη
Πανάγος;Πανάγο;Πα-νά-γος
Πανίκος;Πανίκο;Πα-νί-κος
Παναγής;Παναγής;Πα-να-γής
Παναγιούλα;Παναγιούλα;Πα-να-γι-ού-λα
Παναγιώτα;Παναγιώτα;Πα-να-γι-ώ-τα
Παναγιώτης;Παναγιώτη;Πα-να-γι-ώ-της
Παναγούλα;Παναγούλα;Πα-να-γού-λα
Πανδώρα;Πανδώρα;Παν-δώ-ρα
Πανούσος;Πανούσο;Πα-νού-σος
Παντέλος;Παντέλο;Πα-ντέ-λος
Παντελάκης;Παντελάκη;Πα-ντε-λά-κης
Παντελής;Παντελής;Πα-ντε-λής
Παντελίνα;Παντελίνα;Πα-ντε-λί-να
Παντελίτσα;Παντελίτσα;Πα-ντε-λί-τσα
Παντελεήμονας;Παντελεήμονα;Πα-ντε-λε-ή-μο-νας
Παντελεήμων;Παντελεήμων;Πα-ντε-λε-ή-μων
Παντελεήμωνας;Παντελεήμωνα;Πα-ντε-λε-ή-μω-νας
Παντελεούσα;Παντελεούσα;Πα-ντε-λε-ού-σα
Παντολέοντας;Παντολέοντα;Πα-ντο-λέ-ο-ντας
Παντολέων;Παντολέων;Πα-ντο-λέ-ων
Παντολεοντή;Παντολεοντή;Πα-ντο-λε-ο-ντή
Παντολεοντής;Παντολεοντής;Πα-ντο-λε-ο-ντής
Παντολεοντία;Παντολεοντία;Πα-ντο-λε-ο-ντία
Πανωραία;Πανωραία;Πα-νω-ραί-α
Παράσχος;Παράσχο;Πα-ρά-σχος
Παρέσια;Παρέσια;Πα-ρέ-σια
Παρέσσα;Παρέσσα;Πα-ρέσ-σα
Παρασκευάς;Παρασκευάς;Πα-ρα-σκευ-άς
Παρασκευή;Παρασκευή;Πα-ρα-σκευ-ή
Παρασκευούλα;Παρασκευούλα;Πα-ρα-σκευ-ού-λα
Παρεσίνα;Παρεσίνα;Πα-ρε-σί-να
Παρεσσία;Παρεσσία;Πα-ρεσ-σία
Παρθένα;Παρθένα;Παρ-θέ-να
Παρθένης;Παρθένη;Παρ-θέ-νης
Παρθένιος;Παρθένιε;Παρ-θέ-νι-ος
Παρθενία;Παρθενία;Παρ-θε-νία
Παρθενόπη;Παρθενόπη;Παρ-θε-νό-πη
Παρμενίων;Παρμενίων;Παρ-με-νί-ων
Πασχάλης;Πασχάλη;Πα-σχά-λης
Πασχαλίνα;Πασχαλίνα;Πα-σχα-λί-να
Πατάπιος;Πατάπιε;Πα-τά-πι-ος
Πατούλα;Πατούλα;Πα-τού-λα
Πατρίκα;Πατρίκα;Πα-τρί-κα
Πατρίκης;Πατρίκη;Πα-τρί-κης
Πατρίκιος;Πατρίκιε;Πα-τρί-κι-ος
Πατρίκος;Πατρίκο;Πα-τρί-κος
Πατρίτσα;Πατρίτσα;Πα-τρί-τσα
Πατρίτσης;Πατρίτση;Πα-τρί-τσης
Πατρίτσιος;Πατρίτσιε;Πα-τρί-τσι-ος
Πατρικία;Πατρικία;Πα-τρι-κία
Πατριτσία;Πατριτσία;Πα-τρι-τσία
Πατροκλά;Πατροκλά;Πα-τρο-κλά
Πατροκλέας;Πατροκλέα;Πα-τρο-κλέ-ας
Πατροκλής;Πατροκλής;Πα-τρο-κλής
Πατρούλα;Πατρούλα;Πα-τρού-λα
Πατρόκλεια;Πατρόκλεια;Πα-τρό-κλεια
Πατρόκλειος;Πατρόκλειε;Πα-τρό-κλει-ος
Παυλίνα;Παυλίνα;Παυ-λί-να
Παχούμιος;Παχούμιε;Πα-χού-μι-ος
Παχώμιος;Παχώμιε;Πα-χώ-μι-ος
Παϊσία;Παϊσία;Πα-ϊ-σία
Παύλιανη;Παύλιανη;Παύ-λια-νη
Παύλος;Παύλο;Παύ-λος
Πελάγιος;Πελάγιε;Πε-λά-γι-ος
Πελαγής;Πελαγής;Πε-λα-γής
Πελαγία;Πελαγία;Πε-λα-γία
Πελαγίνα;Πελαγίνα;Πε-λα-γί-να
Πελαγίτσα;Πελαγίτσα;Πε-λα-γί-τσα
Πελαγιώ;Πελαγιώ;Πε-λα-γι-ώ
Πελαγούλα;Πελαγούλα;Πε-λα-γού-λα
Πελοπίδας;Πελοπίδα;Πε-λο-πί-δας
Περίανδρος;Περίανδρο;Πε-ρία-νδρος
Περικλής;Περικλής;Πε-ρι-κλής
Περιστέρα;Περιστέρα;Πε-ρι-στέ-ρα
Περσεφόνη;Περσεφόνη;Περ-σε-φό-νη
Πετράκης;Πετράκη;Πε-τρά-κης
Πετράς;Πετράς;Πε-τράς
Πετρής;Πετρής;Πε-τρής
Πετρία;Πετρία;Πε-τρία
Πετρίνα;Πετρίνα;Πε-τρί-να
Πετρίνος;Πετρίνο;Πε-τρί-νος
Πετρουλάς;Πετρουλάς;Πε-τρου-λάς
Πετρούλα;Πετρούλα;Πε-τρού-λα
Πηγάσιος;Πηγάσιε;Πη-γά-σι-ος
Πηγή;Πηγή;Πη-γή
Πηγασία;Πηγασία;Πη-γα-σία
Πηλέας;Πηλέα;Πη-λέ-ας
Πηλεύς;Πηλεύς;Πη-λεύς
Πηνελόπη;Πηνελόπη;Πη-νε-λό-πη
Πιέρα;Πιέρα;Πι-έ-ρα
Πιέρης;Πιέρη;Πι-έ-ρης
Πιέριος;Πιέριε;Πι-έ-ρι-ος
Πιέρος;Πιέρο;Πι-έ-ρος
Πιερής;Πιερής;Πι-ε-ρής
Πιερία;Πιερία;Πι-ε-ρία
Πιερίων;Πιερίων;Πι-ε-ρί-ων
Πλάτων;Πλάτων;Πλά-των
Πλάτωνας;Πλάτωνα;Πλά-τω-νας
Πλατωνία;Πλατωνία;Πλα-τω-νία
Πλατώνα;Πλατώνα;Πλα-τώ-να
Πλούταρχος;Πλούταρχε;Πλού-ταρ-χος
Πλωτή;Πλωτή;Πλω-τή
Πλωτίνα;Πλωτίνα;Πλω-τί-να
Πλωτίνη;Πλωτίνη;Πλω-τί-νη
Πλωτίνος;Πλωτίνο;Πλω-τί-νος
Πλωτός;Πλωτέ;Πλω-τός
Πολίνα;Πολίνα;Πο-λί-να
Πολυδώρα;Πολυδώρα;Πο-λυ-δώ-ρα
Πολυδώρη;Πολυδώρη;Πο-λυ-δώ-ρη
Πολυδώρης;Πολυδώρη;Πο-λυ-δώ-ρης
Πολυκάρπη;Πολυκάρπη;Πο-λυ-κάρ-πη
Πολυκάρπης;Πολυκάρπη;Πο-λυ-κάρ-πης
Πολυκαρπία;Πολυκαρπία;Πο-λυ-καρ-πία
Πολυκαρπίτσα;Πολυκαρπίτσα;Πο-λυ-καρ-πί-τσα
Πολυκαρπούλα;Πολυκαρπούλα;Πο-λυ-καρ-πού-λα
Πολυκράτης;Πολυκράτη;Πο-λυ-κρά-της
Πολυνίκη;Πολυνίκη;Πο-λυ-νί-κη
Πολυξένη;Πολυξένη;Πο-λυ-ξέ-νη
Πολυτίμη;Πολυτίμη;Πο-λυ-τί-μη
Πολυχρονία;Πολυχρονία;Πο-λυ-χρο-νία
Πολυχρονούλα;Πολυχρονούλα;Πο-λυ-χρο-νού-λα
